VESSEL_SEQ,VESSEL_CODE,NAME,PERMIT,ADFG_NUMBER,COAST_GUARD_NUMBER,LENGTH,COMMUNICATION_CODE,IGNORE_AUTOSYNC,AKR_PERSON_ID,RMD_ACTION,RMD_CHANGED_BY,RMD_CHANGE_COMMENT,RMD_TS_CHANGED,FFP_STATUS,IFQ_CDQ_LANDING,AKR_VESSEL_ID,VESSEL_CONTACT_SEQ
3037,13885,KILDARE,2479,13885,507867,28,0,N,8639,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2479,
6645,13889,TAMMARA,5649,13889,,32,0,N,10509,U,NORPAC,,07-Jan-15,,,5649,
799,14022,BORN AGAIN,11460,14022,227474,36,0,N,9743,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11460,
5351,14031,SCHY ONE,158,14031,519143,40,0,N,8632,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,158,
4453,14075,OAXACA,3597,14075,,36,0,N,2101,U,NORPAC,,07-Jan-15,,,3597,
3350,14163,LEOPARD,2638,14163,,38,0,N,25226,U,NORPAC,,07-Jan-15,,,2638,
2626,14165,JAGUAR,2625,14165,,32,0,N,10286,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2625,
6284,14166,TIGER,2543,14166,,32,0,N,,U,NORPAC,,07-Jan-15,,,2543,
1348,14167,COUGAR,2641,14167,,32,0,N,10492,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2641,
3405,14168,LION,2636,14168,,32,0,N,2522,U,NORPAC,,07-Jan-15,,,2636,
4915,14169,PUMA,20223,14169,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20223,
4671,14172,PANTHER,5659,14172,,32,0,N,2176,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5659,
6323,14173,TOMCAT,2637,14173,,32,0,N,10493,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2637,
56,14183,ADVOCATE,5094,14183,528719,27,0,N,10494,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,5094,
267,14199,HU SUN K,11731,14199,285071,28,0,N,10001,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11731,
5806,14202,SNUG TWELVE,2954,14202,285286,32,0,N,9663,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2954,
314,14240,SUMNER,3119,14240,529847,42,0,N,26948,U,NORPAC,,07-Jan-15,,,3119,957
153,14284,ALBACORE,3052,14284,,32,0,N,1600,U,NORPAC,,07-Jan-15,,,3052,
6790,14288,YELLOW FIN,12044,14288,,32,0,N,10495,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12044,
5589,14289,SHARK,19003,14289,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19003,
5764,14290,SKIP JACK,2594,14290,,32,0,N,10496,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2594,
1595,14292,DOLPHIN,25912,14292,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25912,
6186,14294,TEMPEST,20724,14294,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20724,
2221,14297,GROUPER,2631,14297,,34,0,N,1385,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,2631,
6354,14298,TORPEDO,5642,14298,,33,0,N,2830,U,NORPAC,,07-Jan-15,,,5642,
6666,14311,WENDY,16604,14311,502326,34,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16604,
161,14319,ALBO,12046,14319,,33,0,N,10497,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12046,
4059,14323,MOONLIGHT,389,14323,216596,45,0,N,8638,U,NORPAC,,22-Apr-19,,,389,
6415,14394,TULIP KING,3490,14394,128381,41,0,N,9080,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3490,
2040,14398,FREEDOM,15111,14398,227741,34,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15111,
3856,1440,MICKEY V,10191,1440,258488,35,0,N,8575,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10191,
1679,14450,DUNAI,3836,14450,589973,36,0,N,2424,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3836,
5073,14482,RENOWN,11646,14482,239674,37,0,N,9923,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11646,
4452,14496,OSEEO,12049,14496,293008,38,0,N,10500,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12049,
6516,14502,VALIANT,11112,14502,237165,44,0,N,35142,U,NORPAC,,07-Jan-15,,,11112,
3688,14565,MARK CHRISTOPHE,11569,14565,296084,49,0,N,9844,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11569,
2810,14568,JUDY ANN,12050,14568,,36,0,N,10501,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12050,
6322,14579,TOMANEL,5577,14579,548857,34,0,N,1139,U,NORPAC,,07-Jan-15,,,5577,
1412,14586,DANA II,15824,14586,504592,33,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15824,
5660,14666,SIDNEY,13,14666,203869,46,0,N,46367,U,NORPAC,,07-Jan-15,,,13,
2242,14673,GYPSY,4428,14673,255109,35,0,N,8780,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4428,
1675,14696,DUKE,12051,14696,263449,37,0,N,10502,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12051,
4346,147,NORDYKE,5216,147,541661,36,0,N,9264,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,5216,
491,14729,PARAKEET,5203,14729,288390,51,0,N,10503,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,5203,
3586,14742,MAGGIE B,12053,14742,287931,35,0,N,37706,U,NORPAC,,20-Nov-12,,,12053,
1095,14746,CHAN IV,1342,14746,553622,36,0,N,9997,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1342,
220,14759,ALITAK,5179,14759,247110,64,0,N,24508,U,GCAMPBELL,,02-Nov-17,X,,5179,876
6119,14789,TALLY HO,4482,14789,549930,38,0,N,1239,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4482,
3691,14796,MAGIA,2226,14796,538033,52,2,N,96668,U,NORPAC,,02-Feb-15,A,,2226,4283
2942,14803,KATHY C,2180,14803,291915,43,0,N,9700,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2180,
6514,14808,VALHALLA,4326,14808,287472,32,0,N,10507,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4326,
1164,14809,CHIGNIK MAID,12057,14809,288294,31,0,N,10508,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12057,
3020,14811,KERRY,25225,14811,503098,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25225,
2892,14812,KARA LEE,12058,14812,503097,32,0,N,9089,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12058,
4903,14853,PROWLER,5698,14853,617023,32,0,N,10509,U,NORPAC,,07-Jan-15,,,5698,
5618,14856,SHEKINAH,2881,14856,616482,32,0,N,692,U,NORPAC,,07-Jan-15,,,2881,
5247,14884,SABRA ANN,12060,14884,628362,30,0,N,10510,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12060,
5744,14896,SITKIN ISLAND,3743,14896,289317,152,0,N,29768,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,R,,3743,
6491,14897,UNGA,4153,14897,291272,42,0,N,2164,U,NORPAC,,07-Jan-15,,,4153,
6459,14898,UMNAK,2290,14898,291271,42,0,N,2205,U,NORPAC,,07-Jan-15,,,2290,
3637,14956,MARANATHA,1887,14956,,38,0,N,10512,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1887,
3174,14967,LA CONTE,10189,14967,218507,83,0,N,8573,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10189,
4517,14989,ODYSSEY,19032,14989,539533,56,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19032,
5585,14993,SHARHISA M,12063,14993,,34,0,N,10513,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12063,
2162,15000,GOLITHON,4939,15000,,36,0,N,1884,U,NORPAC,,07-Jan-15,,,4939,
5719,15023,SILVER SURF,1865,15023,507306,30,0,N,1628,U,NORPAC,,07-Jan-15,,,1865,
3225,15127,LADY JO ANN,11703,15127,287981,34,0,N,9978,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11703,
2936,15145,KATHLEEN L,21742,15145,288270,30,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21742,
3548,15185,LUKE THE DRIFTE,12067,15185,,26,0,N,10516,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12067,
4524,15194,OLD CROW,112,15194,276517,49,0,N,10518,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,112,
2584,15208,IVANOV,4526,15208,585906,34,0,N,1386,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4526,
1585,15283,DOHERTY,1428,15283,626765,32,0,N,2251,U,NORPAC,,07-Jan-15,,,1428,
2165,15303,GONE FISHEN,21193,15303,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21193,
5181,15337,ROSE II,19139,15337,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19139,
3355,15369,LESLEY ANN,21,15369,586449,46,2,N,1007,U,NORPAC,,28-Feb-13,A,,21,922
2244,15422,GYPSY GAL,3001,15422,542913,32,0,N,2836,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3001,
5998,15465,SUGAR LOAF,14001,15465,580728,30,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14001,
2857,15474,K-D,15567,15474,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15567,
100080,15532,CAPE RELIANT,15532,65119,1000086,58,2,N,90002,U,NORPAC,,17-Jan-13,A,,15532,294
2304,15606,HARPOON,5679,15606,,37,0,N,1068,U,NORPAC,,07-Jan-15,,,5679,
3024,15615,KETA,4899,15615,504202,29,0,N,728,U,NORPAC,,07-Jan-15,,,4899,
2334,15651,HEIDI,1731,15651,227373,56,0,N,992,U,NORPAC,,07-Jan-15,,,1731,
3290,15684,LARK,5630,15684,,36,0,N,10520,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,5630,
6793,15707,YENTNA,10261,15707,506792,36,0,N,8644,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10261,
1018,15787,FATE HUNTER,1437,15787,530276,65,0,N,35422,U,GCAMPBELL,,02-Nov-17,X,,1437,
5222,15802,RUM DUM,12074,15802,,28,0,N,10521,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12074,
1868,15804,EVELYN-O,12075,15804,,32,0,N,36368,U,NORPAC,,07-Jan-15,,,12075,
861,15805,BRONIVIK,5933,15805,588169,33,0,N,1038,U,NORPAC,,07-Jan-15,,,5933,
6016,15837,SUNDANCE,25429,15837,,36,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25429,
421,15840,ARCH CAPE,4411,15840,,36,0,N,44317,U,NORPAC,,07-Jan-15,,,4411,
2350,15865,HELEN L,885,15865,578646,35,0,N,13245,U,NORPAC,,07-Jan-15,,,885,
1386,15874,NO TIME,11222,15874,531645,39,0,N,729,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11222,
3912,15882,MISKITO,12077,15882,,28,0,N,10523,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12077,
4582,15940,OUNCE,22261,15940,,31,0,N,,U,NORPAC,,07-Jan-15,,,22261,
4690,15966,PATIENCE,15352,15966,261689,36,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15352,
5541,15969,SENTINEL,12079,15969,,36,0,N,10525,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12079,
2522,15998,INTERIM,12080,15998,,36,0,N,10526,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12080,
3217,16,LADY HELEN,6177,16,600300,90,0,N,31804,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,6177,
6522,16001,VALKYRIE,348,16001,538787,29,0,N,8735,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,348,
1245,16002,CLEARLIGHT,2248,16002,538786,37,0,N,10527,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2248,
5809,16005,SOCKEYE KING,12082,16005,,36,0,N,10528,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12082,
6193,16049,TENACIOUS,3674,16049,,37,0,N,10529,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3674,
2325,16050,HEART SONG,14422,16050,,39,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14422,
6314,16052,TOKLAT,5622,16052,,32,0,N,2924,U,NORPAC,,07-Jan-15,,,5622,
1856,16055,ETHEL S,73,16055,229341,57,0,N,1337,U,NORPAC,,07-Jan-15,,,73,
770,16084,BOB WHITE,18748,16084,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18748,
2243,16085,GYPSY,2793,16085,297794,30,0,N,2426,U,NORPAC,,07-Jan-15,,,2793,
5006,16106,RAVEN,22286,16106,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22286,
535,16112,LAURA ANNE,5619,16112,629996,32,0,N,28987,U,NORPAC,,07-Jan-15,,,5619,
2412,16124,HORNET,1844,16124,241472,45,0,N,2051,U,NORPAC,,07-Jan-15,,,1844,
345,16155,ANGELIQUE,2108,16155,505559,56,2,N,85750,U,NORPAC,,26-Feb-14,A,,2108,589
4224,16212,NEMESIS,5850,16212,572337,36,0,N,2272,U,NORPAC,,07-Jan-15,,,5850,
2378,16255,HIGH C,14673,16255,263329,42,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14673,
5293,16257,SANDRA ANN,3505,16257,547454,30,0,N,2428,U,NORPAC,,07-Jan-15,,,3505,
968,16289,CAPE RACE,4485,16289,258649,36,0,N,3057,U,NORPAC,,07-Jan-15,,,4485,
1608,16290,DONNA,26162,16290,239426,36,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,26162,
1822,16314,ENTERPRISE,3754,16314,251958,42,0,N,1737,U,NORPAC,,07-Jan-15,,,3754,
5926,16329,STANDY,1029,16329,536754,45,0,N,9838,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1029,
2373,16346,HIGH VOLTAGE,12090,16346,,33,0,N,10533,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12090,
1341,16348,MAREN E,441,16348,263363,58,0,N,,U,martin.park,"Update NAME, AKR_VESSEL_ID, PERMIT, FFP_STATUS, NAME, and PERSON_ID for FFP vessels matching on ADFG number in v_vessel@akr1. Same ADFG, LOA, CGN, and different NAME.",24-Aug-12,X,,441,
6131,16380,TAMMY J,3049,16380,548208,36,0,N,10534,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3049,
5422,16399,SEA MINER,1541,16399,527494,43,0,N,1379,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,1541,
6713,16496,WILD CAT,5890,16496,,29,0,N,1999,U,NORPAC,,07-Jan-15,,,5890,
5108,16515,RIP RUNNER,4366,16515,,32,0,N,8422,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4366,
1914,16516,FALCON,5652,16516,,32,0,N,1901,U,NORPAC,,07-Jan-15,,,5652,
6253,16518,THRASHER,5502,16518,,32,0,N,2458,U,NORPAC,,07-Jan-15,,,5502,
5794,16520,SNIPE,14932,16520,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14932,
1464,16527,DEATH STAR,25183,16527,290825,27,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25183,
3262,16528,LADY N,20569,16528,290824,27,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20569,
1092,16529,CHAMP,24384,16529,291117,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24384,
101768,16578,LORI T,14359,16578,,36,0,E,,U,NORPAC,,16-Oct-18,,,14359,
4835,16588,POMALO,23139,16588,,36,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23139,
5600,166,SHARON L,22766,166,540924,38,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22766,
2183,16617,GOTHIC,25508,16617,,38,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25508,
